"DisNo.","Historic","Classification Key","Disaster Group","Disaster Subgroup","Disaster Type","Disaster Subtype","External IDs","Event Name","ISO","Country","Subregion","Region","Location","Origin","Associated Types","OFDA/BHA Response","Appeal","Declaration","AID Contribution ('000 US$)","Magnitude","Magnitude Scale","Latitude","Longitude","River Basin","Start Year","Start Month","Start Day","End Year","End Month","End Day","Total Deaths","No. Injured","No. Affected","No. Homeless","Total Affected","Reconstruction Costs ('000 US$)","Reconstruction Costs, Adjusted ('000 US$)","Insured Damage ('000 US$)","Insured Damage, Adjusted ('000 US$)","Total Damage ('000 US$)","Total Damage, Adjusted ('000 US$)","CPI","Admin Units","Entry Date","Last Update"
"2023-0147-ITA","No","tec-tra-wat-wat","Technological","Transport","Water","Water",NA,"Migrants","ITA","Italy","Southern Europe","Europe","Near Cutro (Calabre)",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,2023,2,26,2023,2,26,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,"2023-03-16","2023-09-26"
"2023-0219-ITA","No","tec-tra-wat-wat","Technological","Transport","Water","Water",NA,"Migrants","ITA","Italy","Southern Europe","Europe","Near Lampedusa",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,2023,4,9,2023,4,11,22,NA,22,NA,22,NA,NA,NA,NA,NA,NA,100,NA,"2023-04-11","2024-08-27"
"2023-0270-ITA","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","Fontanelice Municipality (Bologna Province); Castel Bolognese Municipality (Ravenna Province); Forlì-Cesena provinces","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NA,NA,"Km2",NA,NA,"Senio, Sillaro and Lamone Rivers",2023,4,30,2023,5,3,2,NA,500,NA,500,NA,NA,NA,NA,NA,NA,100,NA,"2023-05-04","2023-09-26"
"2023-0293-ITA","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","Bologna, Ferrara, Forlì-Cesena, Modena, Parma, Ravenna, Reggio Emilia, Rimini;","Storm Minerva","Slide (land, mud, snow, rock)","No","No","No",NA,NA,"Km2",NA,NA,NA,2023,5,16,2023,5,20,15,NA,46000,NA,46000,NA,NA,NA,NA,9750000,9750000,100,NA,"2023-05-19","2024-02-01"
"2023-0400-ITA","No","tec-tra-wat-wat","Technological","Transport","Water","Water",NA,"Migrants","ITA","Italy","Southern Europe","Europe","Lampedusa",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,2023,6,22,2023,6,22,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,"2023-07-04","2023-09-26"
"2023-0438-ITA","No","nat-met-ext-hea","Natural","Meteorological","Extreme temperature","Heat wave",NA,NA,"ITA","Italy","Southern Europe","Europe","Sardaigne, Sicile, Roe, Bologne, Pascara, Naples",NA,NA,"No","No","No",NA,48.8,"°C",NA,NA,NA,2023,7,12,2023,8,NA,12743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,"2023-07-17","2024-10-01"
"2023-0458-ITA","No","nat-met-sto-hai","Natural","Meteorological","Storm","Hail",NA,NA,"ITA","Italy","Southern Europe","Europe","Padoue, Vicence et Trévise regions (Venise)",NA,"Flood","No","No","No",NA,NA,"Kph",NA,NA,NA,2023,7,19,2023,7,20,NA,110,NA,NA,110,NA,NA,NA,NA,NA,NA,100,NA,"2023-07-24","2023-09-26"
"2023-0466-ITA","No","nat-met-sto-sev","Natural","Meteorological","Storm","Severe weather",NA,NA,"ITA","Italy","Southern Europe","Europe","Brescia, Lissone, Milan, Varese, Monza-Brianza, Bergamo",NA,"Hail|Lightening","No","No","No",NA,110,"Kph",NA,NA,NA,2023,7,21,2023,7,25,2,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,1e+05,100,NA,"2023-07-25","2023-09-26"
"2023-0625-ITA","No","tec-tra-roa-roa","Technological","Transport","Road","Road",NA,NA,"ITA","Italy","Southern Europe","Europe","Venice",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,2023,10,3,2023,10,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,"2023-10-05","2023-10-18"
"2023-0724-ITA","No","nat-met-sto-ext","Natural","Meteorological","Storm","Extra-tropical storm",NA,"Storm 'Ciaran'","ITA","Italy","Southern Europe","Europe","Prato, Fucecchio, Pontedera, Quarrata, Montemurlo, and Orentano (Tuscany); Veneto, Liguria and Emilia-Romagna Regions",NA,"Flood|Slide (land, mud, snow, rock)","No","No","Yes",NA,NA,"Kph",NA,NA,NA,2023,11,2,2023,11,3,8,NA,1200,NA,1200,NA,NA,NA,NA,NA,NA,100,NA,"2023-11-06","2023-12-07"
"2023-9234-ITA","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NA,NA,"ITA","Italy","Southern Europe","Europe","Sicile, Sardaigne",NA,"Fire|Pollution","No","No","Yes",NA,NA,"Km2",NA,NA,NA,2023,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,"2024-02-26","2024-03-12"
